date,sender_id,message,channel,cleaned_message
6/10/2025 10:57,,"😬😬😬😬😬😬😬😬😬😬😬😬
❇️ U-shaped Baby Toothbrush

✔የልጆች ጥርስ መቦረሻ
👉Children Teeth Oral Care Cleaning Brush Soft Silicone Teethers

       ዋጋ💵፦  💰 250 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",@AwasMart,የልጆች ጥርስ መቦረሻ ዋጋ፦ ብር በቴሌግራም ለማዘዝ አድራሻችን ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ትቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል
6/9/2025 15:35,,"❇️ U shapped Stainless Steel Frame Mosquito Net

✔️አዲስ ዲዛይን አጎበር
✔️ ጣሪያው U ቅርፅ ያለው የማይዝግ ብረት
✔️ በቀላሉ የሚገጣጠም፤ የሚፈታ
✔️ ለ 1.80 ሜትር እና የቦታ ጥበት ከሌለብዎት ከዚያ በታች ለሆኑ አልጋዎች የሚሆን
✔️ ለ 2 ሜትር ስፋት ላላቸው አልጋዎች አጎበሩን ወደጎን በመበተን ሊጠቀሙበት ይችላሉ
✔️ በነጭ፣ በወይነ ጠጅ፣ በቡኒ እና በፒንክ ቀለም የመጣ

Size:- 180*180cm

       ዋጋ💵፦  💰 6,000 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",@AwasMart,አዲስ ዲዛይን አጎበር ጣሪያው ቅርፅ ያለው የማይዝግ ብረት በቀላሉ የሚገጣጠም፤ የሚፈታ ለ ሜትር እና የቦታ ጥበት ከሌለብዎት ከዚያ በታች ለሆኑ አልጋዎች የሚሆን ለ ሜትር ስፋት ላላቸው አልጋዎች አጎበሩን ወደጎን በመበተን ሊጠቀሙበት ይችላሉ በነጭ፣ በወይነ ጠጅ፣ በቡኒ እና በፒንክ ቀለም የመጣ ዋጋ፦ ብር በቴሌግራም ለማዘዝ አድራሻችን ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ትቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል
6/9/2025 9:13,,"❇️ One Step Hair Dryer & Styler 

🔰 ከርል ለመስራት
🔰 ለማለስለስ
🔰 እንዲሁም ለማድረቅ የሚያገለግል ለኢትዮጵያውያን ፀጉር ተስማሚ

🔰 የሙቀት መቆጣጠሪያ ስላለው ለአጠቃቀም ምቹ

    ዋጋ💵፦  💰1,600 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",@AwasMart,ከርል ለመስራት ለማለስለስ እንዲሁም ለማድረቅ የሚያገለግል ለኢትዮጵያውያን ፀጉር ተስማሚ የሙቀት መቆጣጠሪያ ስላለው ለአጠቃቀም ምቹ ዋጋ፦ ብር በቴሌግራም ለማዘዝ አድራሻችን ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ትቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል
6/8/2025 9:19,,"❇️Car Solar Aromatherapy

👍በ ፀሀይ ብርሀን የሚሰራ
👍ለመኪናዎ ጥሩ ጠረን የሚያላብስ
👍እየተሽከረከረ አየር በማፅዳት ጥሩ መአዛን የሚሰጥ 

👍ለመኪናዎ ተጨማሪ ውበትን የሚሰጥ

    ዋጋ💵፦  💰850 ብር

💬በቴሌግራም ለማዘዝ @wamrt1
                                   @wamrt2
📍አድራሻችን:-
1️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

2️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🤪 ቴሌግራም ቻናል t.me/AwasMart

📌📌📌📌📌📌📌📌📌📌📌",@AwasMart,በ ፀሀይ ብርሀን የሚሰራ ለመኪናዎ ጥሩ ጠረን የሚያላብስ እየተሽከረከረ አየር በማፅዳት ጥሩ መአዛን የሚሰጥ ለመኪናዎ ተጨማሪ ውበትን የሚሰጥ ዋጋ፦ ብር በቴሌግራም ለማዘዝ አድራሻችን ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ትቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል
6/6/2025 11:17,,"❇️ለመላው የእስልምና እምነት ተከታዮች እንኳን ለዒድ አል-አድሃ(አረፋ) በዓል በሰላም አደረሳችሁ! በዓሉ የሰላም የጤናና የመተሳሰብ እንዲሆን እንመኛለን!

ኢድ ሙባረክ

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🔔 ቴሌግራም ቻናል t.me/AwasMart",@AwasMart,ለመላው የእስልምና እምነት ተከታዮች እንኳን ለዒድ አልአድሃአረፋ በዓል በሰላም አደረሳችሁ በዓሉ የሰላም የጤናና የመተሳሰብ እንዲሆን እንመኛለን ኢድ ሙባረክ አድራሻችን መገናኛ ኪኔሬት ሕንፃ ኛ ፎቅ ቁ ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ትቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል
6/5/2025 21:26,,"ሱቃችን ነገ ሙሉ ቀን ክፍት መሆኑን በአክብሮት እንገልፃለን።

📍አድራሻችን:-
1️⃣.📌መገናኛ ኪኔሬት ሕንፃ 1ኛ ፎቅ ቁ. 101 (ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት) 

2️⃣.📌 ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ. 29

3️⃣.📌 ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ት/ቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር 05 

📻(+251941661030 / +251943190237)

👍ለወዳጅዎ ስላጋሩ እናመሠግናለን ☺️

🔔 ቴሌግራም ቻናል t.me/AwasMart",@AwasMart,ሱቃችን ነገ ሙሉ ቀን ክፍት መሆኑን በአክብሮት እንገልፃለን። አድራሻችን መገናኛ ኪኔሬት ሕንፃ ኛ ፎቅ ቁ ዋአች ሕንፃ ፊትለፊት ንግድ ባንክ እና ጎህ ቤቶች ባንክ ያሉበት ሜክሲኮ አልሳም አፓርታማ ግራውንድ ቁ ቦሌ መድሐኔዓለም ቦሌ መሰናዶ ትቤት ፊትለፊት አለምነሽ ፕላዛ ግራውንድ ሱቅ ቁጥር ለወዳጅዎ ስላጋሩ እናመሠግናለን ቴሌግራም ቻናል
6/19/2025 9:26,,"💵 PRICE :- 3600 ብር
☎️ phone :- 0944222069
👟 brand  :- NIKE PEGASUS ZOOM

📐 size :- 39,40,41,42,43,44
📍 አድራሻ :- ሜክሲኮ ኬኬር ህንፃ 2ኛ ፎቅ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ ሱቅ.ቁ 213",@belaclassic,ብር አድራሻ ሜክሲኮ ኬኬር ህንፃ ኛ ፎቅ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ ሱቅቁ
6/17/2025 21:16,,"💵 PRICE :- 3400 ብር
☎️ phone :- 0944222069
👟 brand  :- CONVERSE 90's

📐 size :- 39,40,41,42,43,44
📍 አድራሻ :- ሜክሲኮ ኬኬር ህንፃ 2ኛ ፎቅ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ 213",@belaclassic,ብር አድራሻ ሜክሲኮ ኬኬር ህንፃ ኛ ፎቅ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ
5/18/2025 12:34,,"👉እሁድ ሁሌም ከቀኑ 7 ሰዓት እስከ ምሽቱ 12 ሰዓት ሱቃችን ክፍት ነው 

👉የተቀሩት ቀናቶች ማለትም ከሰኞ እስከ ቅዳሜ ከጥዋቱ 1 ሰዓት እስከ ምሽቱ 1 ሰዓት ድረስ አለን 

🏘 አድራሻ :- ሜክሲኮ ኬኬር ህንፃ 2ኛ ፎቅ ልክ እንደወጡ በመጀመሪያው በስተቀኝ  እጥፍ ሲሉ ያገኙናል  (ሱቅ ቁ. 213)

☎️ስልክ  :-  0944222069",@belaclassic,እሁድ ሁሌም ከቀኑ ሰዓት እስከ ምሽቱ ሰዓት ሱቃችን ክፍት ነው የተቀሩት ቀናቶች ማለትም ከሰኞ እስከ ቅዳሜ ከጥዋቱ ሰዓት እስከ ምሽቱ ሰዓት ድረስ አለን አድራሻ ሜክሲኮ ኬኬር ህንፃ ኛ ፎቅ ልክ እንደወጡ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ ያገኙናል ሱቅ ቁ ስልክ
5/10/2025 9:08,,"👟:- WHITE LEATHER SANDLES 
💍:- ለሙሽራ እና ለሚዜ የመልስ ቀን
🥼:- ለተለያዩ በዓላት እና ለሰንበት ቀን 
🌍:- MADE IN PAKISTAN

💰 ዋጋ :- 1900
☎️ ስልክ :- 0944222069
📐 size  :-  39,40,41,42,43,44
📥 በውስጥ ለማናገር :- @Bellaclassics

🏘 አድራሻ :- ሜክሲኮ ኬኬር ህንፃ 2ኛ ፎቅ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ ሱቅ.ቁ213",@belaclassic,ለሙሽራ እና ለሚዜ የመልስ ቀን ለተለያዩ በዓላት እና ለሰንበት ቀን ዋጋ ስልክ በውስጥ ለማናገር አድራሻ ሜክሲኮ ኬኬር ህንፃ ኛ ፎቅ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ ሱቅቁ
5/6/2025 16:22,,"New arrival  አዲስ የገቡ 
0944222069",@belaclassic,አዲስ የገቡ
4/23/2025 10:48,,"👟 brand :- FANNSIYOR COMFI 
📐 size  :-  39,40,41,42,43,44 

💰 ዋጋ :- 3600
☎️ ስልክ :- 0944222069  
📥 በውስጥ ለማናገር :- @Bellaclassics

🏘 አድራሻ :- ሜክሲኮ ኬኬር ህንፃ 2ኛ ፎቅ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ ሱቅ.ቁ213",@belaclassic,ዋጋ ስልክ በውስጥ ለማናገር አድራሻ ሜክሲኮ ኬኬር ህንፃ ኛ ፎቅ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ ሱቅቁ
4/14/2025 10:51,,"👟 brand :- CONVERSE ALL-STAR 90's
📐 size  :-  39,40,41,42,43,44 

💰 ዋጋ :- 3400
☎️ ስልክ :- 0944222069  
📥 በውስጥ ለማናገር :- @Bellaclassics

🏘 አድራሻ :- ሜክሲኮ ኬኬር ህንፃ 2ኛ ፎቅ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ አለን ሱቅ.ቁ 213",@belaclassic,ዋጋ ስልክ በውስጥ ለማናገር አድራሻ ሜክሲኮ ኬኬር ህንፃ ኛ ፎቅ በመጀመሪያው በስተቀኝ እጥፍ ሲሉ አለን ሱቅቁ
4/8/2025 10:34,,"👟 brand :- SKECHERS ULTRA GO 
📐 size  :-  39,40,41,42,43,44 

💰 ዋጋ :- 3700
☎️ ስልክ :- 0944222069  
📥 በውስጥ ለማናገር :- @Bellaclassics

🏘 አድራሻ :- ሜክሲኮ ኬኬር ህንፃ 2ኛ ፎቅ በመጀመሪያው በስተቀኝ ገባሲሉ ሱቅ.ቁ213",@belaclassic,ዋጋ ስልክ በውስጥ ለማናገር አድራሻ ሜክሲኮ ኬኬር ህንፃ ኛ ፎቅ በመጀመሪያው በስተቀኝ ገባሲሉ ሱቅቁ
6/18/2025 11:51,,"SOAK የመኪና ANDROID SCREEN 

🟰ልንጨርስ በጣም ውስን ፍሬ ነው የቀረን

🟰 ገበያ ላይ ካለው የመኪና እስኪሪን ዋጋ በግማሽ የቀነሰ

🟰በጥራቱ ሙሉ ዋስትና የምንሰጥበት

🟰🟰ሳያልቅ ይውሰዱ",@marakisat2,የመኪና ልንጨርስ በጣም ውስን ፍሬ ነው የቀረን ገበያ ላይ ካለው የመኪና እስኪሪን ዋጋ በግማሽ የቀነሰ በጥራቱ ሙሉ ዋስትና የምንሰጥበት ሳያልቅ ይውሰዱ
6/14/2025 11:22,,"አያስቡ
በየትኛውም ጊዜ ከኛ ለገዙት Android Box ሪሞት አያጡም! በሸጡላቸውም ሰዎች አይወቀሱም! 

1)- Set-Top Box

2)- Magic Keyboard Universal

3)- Q5 Android Box

4)- Magic Android Box

5)- Q5 Plus Android Box

6)- Xcruiser V8 Box

7)- Xcruiser Magic M1 Box

ሁሉም አለን!",@marakisat2,አያስቡ በየትኛውም ጊዜ ከኛ ለገዙት ሪሞት አያጡም በሸጡላቸውም ሰዎች አይወቀሱም ሁሉም አለን
6/14/2025 11:17,,"ሰላም ውድ ደንበኞቻችን 

በቅርቡ ያመጣናትን ""XCRUISER MAGIC BOX""ሸጠን ልንጨርስ በጣም ውስን ብዛት ስለቀረን ፈላጊዎች ሳያልቅ ይዘዙን!",@marakisat2,ሰላም ውድ ደንበኞቻችን በቅርቡ ያመጣናትን ሸጠን ልንጨርስ በጣም ውስን ብዛት ስለቀረን ፈላጊዎች ሳያልቅ ይዘዙን
